State,account_length,intertiol_plan,number_vm_messages,total_day_min,total_day_calls,total_eve_min,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,customer_service_calls,service quality,priority customer level,total data usage,network coverage,total messages usage,total_mins,total_calls,total_charge,avg_min_per_call
25,120.0,0,0.0,112.6,80.0,124.4,86.0,234.9,88.0,8.1,3.0,3.5,2.0,1.0,6.0,178.0,219.0,471.9,254.0,40.28,1.8578740157480313
35,107.0,0,26.0,234.0,116.0,223.9,103.0,246.5,105.0,13.8,1.0,1.0,5.0,1.0,52.0,190.0,275.0,704.4,324.0,69.9,2.174074074074074
49,78.0,0,0.0,226.3,88.0,306.2,81.0,200.9,120.0,7.8,10.5,1.0,0.0,1.0,5.0,459.0,219.0,733.4,289.0,73.53999999999999,2.5377162629757786
44,93.0,0,0.0,174.1,127.0,176.8,73.0,240.0,111.0,10.7,3.0,0.0,0.0,3.0,8.0,649.0,316.0,590.9,311.0,55.43000000000001,1.9
6,80.0,0,0.0,195.6,111.0,221.5,122.0,182.0,89.0,10.8,1.0,1.0,8.0,2.0,23.0,119.0,674.0,599.1,322.0,60.269999999999996,1.86055900621118
30,127.0,0,0.0,200.8,104.0,181.4,73.0,89.7,49.0,9.7,5.0,0.0,0.0,2.0,60.0,164.0,538.0,471.90000000000003,226.0,53.6,2.088053097345133
8,82.0,1,41.0,116.9,74.0,228.2,115.0,251.4,89.0,9.9,8.0,1.0,6.0,1.0,38.0,836.0,139.0,596.5,278.0,50.58,2.1456834532374103
8,44.0,0,0.0,225.6,118.0,135.4,122.0,190.1,96.0,12.1,5.0,1.0,8.0,3.0,30.0,485.0,289.0,551.1,336.0,58.41,1.6401785714285715
5,69.0,0,38.0,272.9,122.0,188.4,97.0,132.4,87.0,10.5,3.0,2.0,6.0,1.0,54.0,775.0,644.0,593.6999999999999,306.0,68.36,1.9401960784313723
9,89.0,0,0.0,215.9,106.0,211.1,89.0,252.9,106.0,8.8,4.0,0.0,0.0,1.0,19.0,819.0,278.0,679.9,301.0,66.02,2.2588039867109635
13,69.0,1,0.0,199.7,121.0,189.4,92.0,264.0,120.0,11.1,4.0,3.5,2.0,1.0,1.0,439.0,173.0,653.1,333.0,61.93000000000001,1.9612612612612614
8,64.0,0,31.0,281.9,121.0,240.6,104.0,212.2,120.0,7.0,5.0,3.0,8.0,1.0,19.0,234.0,620.0,734.7,345.0,77.92,2.1295652173913044
38,167.0,1,0.0,181.2,122.0,262.5,77.0,214.0,88.0,8.4,4.0,0.0,0.0,2.0,66.0,509.0,606.0,657.7,287.0,62.74,2.291637630662021
31,139.0,0,0.0,63.3,116.0,177.3,113.0,171.6,82.0,14.2,4.0,1.0,8.0,3.0,38.0,184.0,353.0,412.20000000000005,311.0,33.55,1.3254019292604504
7,41.0,0,0.0,208.0,83.0,199.4,110.0,173.5,91.0,14.9,3.0,1.0,8.0,3.0,35.0,270.0,228.0,580.9,284.0,60.120000000000005,2.0454225352112676
24,104.0,0,0.0,189.3,73.0,156.2,120.0,232.2,76.0,7.5,8.0,3.0,6.0,2.0,19.0,210.0,206.0,577.7,269.0,55.91,2.147583643122677
47,166.0,0,0.0,156.8,100.0,171.5,93.0,149.1,97.0,11.2,10.0,1.0,2.0,1.0,3.0,301.0,340.0,477.4,290.0,47.95,1.646206896551724
0,68.0,0,0.0,172.3,135.0,190.2,93.0,297.6,84.0,10.4,2.0,1.0,7.0,2.0,56.0,168.0,461.0,660.1,312.0,58.85,2.1157051282051285
36,78.0,0,0.0,140.0,84.0,216.8,73.0,224.5,102.0,9.0,6.0,2.0,6.0,2.0,28.0,815.0,134.0,581.3,259.0,52.330000000000005,2.244401544401544
39,60.0,0,0.0,221.0,94.0,308.2,72.0,233.2,94.0,10.1,5.0,1.0,0.0,1.0,4.0,439.0,135.0,762.4000000000001,260.0,74.25999999999999,2.9323076923076927
35,184.0,0,0.0,167.2,133.0,162.1,123.0,156.9,81.0,9.5,4.0,1.0,9.0,3.0,54.0,504.0,124.0,486.19999999999993,337.0,49.260000000000005,1.4427299703264094
25,171.0,1,0.0,191.6,83.0,181.1,103.0,195.3,73.0,8.6,3.0,3.0,8.0,2.0,68.0,758.0,337.0,568.0,259.0,56.75,2.193050193050193
3,68.0,0,0.0,172.5,115.0,221.9,126.0,170.9,98.0,6.8,8.0,3.5,4.0,1.0,47.0,167.0,544.0,565.3,339.0,55.879999999999995,1.6675516224188789
45,88.0,0,0.0,294.3,83.0,172.1,104.0,177.3,105.0,5.8,7.0,2.0,2.0,1.0,8.0,154.0,340.0,643.7,292.0,72.64,2.2044520547945208
1,130.0,0,0.0,289.1,79.0,150.1,106.0,163.4,98.0,13.5,4.0,1.0,7.0,2.0,18.0,767.0,207.0,602.6,283.0,69.25999999999999,2.1293286219081273
14,156.0,0,0.0,162.6,113.0,260.2,90.0,214.7,93.0,10.9,2.0,0.0,0.0,3.0,50.0,120.0,288.0,637.5,296.0,59.42,2.1537162162162162
25,92.0,0,27.0,233.6,126.0,152.9,94.0,262.1,95.0,12.8,4.0,1.0,5.0,2.0,15.0,804.0,213.0,648.6,315.0,64.5,2.059047619047619
23,151.0,0,31.0,240.7,102.0,106.5,96.0,195.7,128.0,10.6,2.0,2.0,8.0,1.0,3.0,136.0,177.0,542.9,326.0,58.78,1.6653374233128833
36,78.0,0,0.0,290.5,119.0,158.4,75.0,255.6,101.0,8.6,6.0,2.0,2.0,1.0,4.0,226.0,335.0,704.5,295.0,74.35,2.388135593220339
42,102.0,0,0.0,183.2,112.0,187.5,113.0,232.3,77.0,9.2,5.0,1.0,0.0,1.0,9.0,117.0,208.0,603.0,302.0,57.53,1.9966887417218544
49,131.0,0,0.0,155.6,78.0,165.2,134.0,184.1,89.0,8.7,2.0,2.0,6.0,3.0,60.0,524.0,340.0,504.9,301.0,48.769999999999996,1.677408637873754
42,127.0,1,0.0,220.7,100.0,170.2,89.0,278.4,73.0,15.0,4.0,3.0,0.0,1.0,7.0,250.0,261.0,669.3,262.0,64.52,2.5545801526717558
9,100.0,0,0.0,303.0,93.0,175.6,89.0,135.2,102.0,10.4,5.0,1.0,0.0,1.0,2.0,285.0,201.0,613.8,284.0,72.52,2.1612676056338027
30,94.0,0,0.0,114.4,115.0,183.9,79.0,205.2,78.0,5.9,2.0,3.0,5.0,3.0,12.0,692.0,212.0,503.5,272.0,44.31,1.8511029411764706
34,81.0,0,36.0,164.8,106.0,210.2,138.0,173.6,78.0,4.3,2.0,2.0,7.0,1.0,39.0,414.0,626.0,548.6,322.0,53.7,1.7037267080745342
35,160.0,0,0.0,237.1,126.0,238.4,127.0,181.3,100.0,10.7,8.0,2.0,4.0,2.0,34.0,885.0,263.0,656.8,353.0,68.73,1.8606232294617562
29,100.0,0,0.0,220.3,106.0,126.1,124.0,242.0,67.0,10.2,1.0,3.0,8.0,2.0,29.0,319.0,465.0,588.4,297.0,59.06,1.981144781144781
49,78.0,0,26.0,189.0,98.0,191.7,67.0,217.0,68.0,11.3,3.0,0.0,0.0,3.0,49.0,836.0,161.0,597.7,233.0,58.18,2.565236051502146
33,139.0,1,0.0,172.6,92.0,281.7,123.0,253.4,117.0,10.5,3.0,3.0,7.0,3.0,47.0,784.0,657.0,707.6999999999999,332.0,64.68,2.131626506024096
6,88.0,0,0.0,168.8,141.0,211.5,129.0,86.9,92.0,10.5,7.0,3.0,4.0,2.0,5.0,448.0,578.0,467.20000000000005,362.0,50.59,1.29060773480663
16,152.0,0,39.0,243.1,137.0,236.7,103.0,191.2,118.0,9.9,3.0,1.0,4.0,1.0,59.0,874.0,242.0,671.0,358.0,70.05,1.8743016759776536
45,144.0,0,0.0,97.9,119.0,171.3,88.0,169.9,83.0,7.4,4.0,0.0,0.0,3.0,52.0,123.0,357.0,439.1,290.0,38.85,1.514137931034483
13,45.0,1,40.0,179.0,114.0,272.6,99.0,67.1,80.0,10.8,3.0,3.0,6.0,3.0,26.0,822.0,565.0,518.7,293.0,56.620000000000005,1.770307167235495
30,127.0,1,0.0,324.3,107.0,141.6,90.0,207.6,90.0,12.8,7.0,1.0,0.0,1.0,3.0,173.0,324.0,673.5,287.0,76.51,2.346689895470383
28,102.0,0,0.0,69.7,85.0,226.5,107.0,128.5,104.0,11.1,2.0,2.0,4.0,2.0,60.0,148.0,649.0,424.7,296.0,36.88,1.4347972972972973
2,49.0,1,32.0,176.9,118.0,227.0,121.0,204.4,115.0,15.1,3.0,3.0,0.0,1.0,4.0,287.0,361.0,608.3,354.0,58.57000000000001,1.718361581920904
19,36.0,0,0.0,140.4,117.0,204.5,121.0,251.3,79.0,8.7,4.0,2.0,9.0,2.0,12.0,808.0,652.0,596.2,317.0,52.56,1.8807570977917982
48,13.0,0,0.0,167.4,117.0,223.5,102.0,215.8,108.0,9.0,3.0,1.0,9.0,1.0,69.0,943.0,717.0,606.7,327.0,57.17,1.8553516819571867
1,151.0,0,27.0,166.4,112.0,234.3,116.0,161.1,95.0,5.5,2.0,0.0,0.0,1.0,11.0,639.0,633.0,561.8000000000001,323.0,55.46,1.7393188854489166
49,111.0,0,0.0,171.5,108.0,204.4,106.0,238.8,90.0,10.7,4.0,3.0,7.0,1.0,59.0,967.0,198.0,614.7,304.0,57.28,2.022039473684211
5,135.0,1,0.0,177.2,151.0,209.3,83.0,236.3,114.0,11.1,5.0,2.0,9.0,2.0,14.0,394.0,554.0,622.8,348.0,58.54,1.789655172413793
45,114.0,0,34.0,114.5,64.0,229.3,84.0,288.8,68.0,10.4,10.5,0.0,0.0,2.0,59.0,990.0,442.0,632.6,216.0,51.959999999999994,2.928703703703704
30,122.0,0,34.0,205.1,123.0,203.3,123.0,126.7,106.0,10.7,1.0,2.0,5.0,2.0,21.0,465.0,669.0,535.1,352.0,57.85,1.5201704545454546
42,89.0,0,0.0,208.4,112.0,189.5,116.0,264.4,101.0,16.8,1.0,0.0,0.0,1.0,1.0,166.0,259.0,662.3,329.0,63.44,2.0130699088145896
44,96.0,0,0.0,125.8,102.0,244.4,111.0,167.7,90.0,9.0,2.0,2.0,5.0,1.0,69.0,890.0,626.0,537.9,303.0,49.709999999999994,1.7752475247524753
19,106.0,0,0.0,186.2,97.0,257.7,89.0,164.3,106.0,11.0,4.0,2.0,8.0,3.0,4.0,507.0,348.0,608.2,292.0,60.94,2.0828767123287673
17,122.0,0,0.0,128.9,136.0,244.4,133.0,148.7,133.0,10.7,5.0,0.0,0.0,1.0,7.0,590.0,551.0,522.0,402.0,49.37,1.2985074626865671
50,87.0,0,16.0,257.4,91.0,232.0,101.0,143.2,73.0,14.7,2.0,1.0,7.0,2.0,58.0,542.0,337.0,632.5999999999999,265.0,69.92,2.3871698113207542
8,145.0,0,0.0,189.3,113.0,203.7,92.0,218.3,103.0,14.2,3.0,3.5,9.0,3.0,41.0,485.0,220.0,611.3,308.0,59.309999999999995,1.9847402597402597
22,136.0,0,24.0,50.1,134.0,295.8,89.0,111.8,115.0,11.0,6.0,0.0,0.0,3.0,15.0,837.0,393.0,457.70000000000005,338.0,38.69,1.3541420118343197
50,111.0,0,0.0,165.5,72.0,228.9,73.0,169.7,103.0,9.7,6.0,2.0,8.0,2.0,4.0,812.0,373.0,564.0999999999999,248.0,55.24,2.274596774193548
23,167.0,1,0.0,143.7,108.0,75.6,111.0,217.9,99.0,9.9,4.0,0.0,0.0,3.0,65.0,800.0,684.0,437.2,318.0,40.67,1.3748427672955974
50,88.0,0,0.0,166.4,97.0,186.7,118.0,251.6,89.0,14.5,4.0,0.0,0.0,2.0,16.0,902.0,423.0,604.7,304.0,55.48,1.9891447368421054
34,131.0,0,0.0,264.2,118.0,180.0,89.0,223.9,104.0,10.7,1.0,2.0,8.0,1.0,46.0,249.0,260.0,668.1,311.0,70.28999999999999,2.1482315112540196
30,90.0,0,0.0,192.1,80.0,269.3,125.0,259.6,97.0,11.7,4.0,2.0,5.0,3.0,65.0,906.0,527.0,721.0,302.0,67.22999999999999,2.3874172185430464
8,95.0,0,0.0,145.4,98.0,334.1,109.0,209.8,72.0,8.8,2.0,1.0,6.0,1.0,63.0,123.0,426.0,689.3,279.0,62.559999999999995,2.4706093189964156
31,42.0,0,16.0,240.8,80.0,212.6,121.0,271.7,138.0,9.4,4.0,1.0,8.0,2.0,8.0,494.0,678.0,725.0999999999999,339.0,71.24,2.1389380530973447
12,69.0,0,0.0,170.7,98.0,111.6,109.0,171.5,107.0,4.8,7.0,3.0,7.0,1.0,43.0,514.0,415.0,453.79999999999995,314.0,46.23,1.4452229299363055
37,99.0,0,0.0,221.0,118.0,138.8,104.0,198.6,96.0,12.1,4.0,0.0,0.0,3.0,18.0,862.0,483.0,558.4,318.0,58.31,1.7559748427672954
38,72.0,0,0.0,180.0,109.0,292.7,96.0,194.9,114.0,10.8,4.0,0.0,0.0,3.0,41.0,529.0,652.0,667.6,319.0,64.25,2.0927899686520375
22,88.0,0,14.0,298.8,92.0,207.3,86.0,257.9,65.0,11.9,4.0,3.5,9.0,1.0,49.0,709.0,632.0,764.0,243.0,80.03,3.1440329218106995
9,113.0,0,0.0,317.1,97.0,224.8,70.0,215.1,90.0,13.6,2.0,1.0,2.0,1.0,2.0,151.0,255.0,757.0000000000001,257.0,82.69999999999999,2.9455252918287944
38,142.0,1,23.0,102.2,103.0,229.7,110.0,176.3,100.0,9.0,4.0,1.0,6.0,2.0,65.0,888.0,300.0,508.2,313.0,44.82,1.6236421725239616
49,3.0,0,0.0,182.9,87.0,172.1,103.0,233.1,89.0,12.1,3.0,3.5,4.0,3.0,35.0,896.0,663.0,588.1,279.0,56.21,2.107885304659498
29,23.0,0,0.0,155.6,122.0,223.8,82.0,65.20000000000003,130.0,10.6,3.0,3.5,0.0,1.0,4.0,132.0,282.0,444.6,334.0,48.405,1.3311377245508982
48,75.0,0,0.0,184.8,126.0,198.6,103.0,103.0,90.0,8.3,3.0,1.0,6.0,3.0,50.0,865.0,238.0,486.4,319.0,52.94,1.5247648902821316
9,151.0,0,0.0,175.7,91.0,152.3,127.0,140.0,88.0,10.7,10.0,1.0,7.0,1.0,69.0,801.0,217.0,468.0,306.0,49.12,1.5294117647058822
43,91.0,0,0.0,251.5,57.0,179.1,113.0,163.2,72.0,6.6,3.0,1.0,4.0,2.0,33.0,163.0,580.0,593.8,242.0,65.32,2.4537190082644624
25,78.0,0,0.0,131.6,102.0,290.4,134.0,190.5,95.0,3.25,0.0,3.0,6.0,1.0,32.0,600.0,370.0,612.5,331.0,55.62,1.850453172205438
9,98.0,0,0.0,92.3,128.0,250.1,89.0,211.9,110.0,10.8,10.5,3.0,4.0,3.0,49.0,539.0,254.0,554.3,327.0,46.49,1.6951070336391436
49,166.0,0,41.0,196.7,109.0,124.3,107.0,198.3,94.0,11.0,5.0,3.5,2.0,1.0,4.0,269.0,217.0,519.3,310.0,52.93,1.6751612903225805
40,78.0,0,0.0,131.4,98.0,189.9,95.0,147.4,83.0,11.2,2.0,2.0,7.0,2.0,35.0,804.0,599.0,468.70000000000005,276.0,45.11000000000001,1.6981884057971015
10,69.0,0,0.0,215.9,122.0,270.3,114.0,301.8,129.0,6.1,5.0,3.5,2.0,1.0,1.0,233.0,220.0,788.0,365.0,73.26,2.158904109589041
10,122.0,0,0.0,158.2,95.0,178.5,113.0,154.3,76.0,8.5,5.0,2.0,8.0,2.0,60.0,233.0,140.0,491.0,284.0,49.0,1.7288732394366197
26,138.0,0,0.0,216.0,106.0,207.6,110.0,180.0,102.0,11.2,4.0,0.0,0.0,2.0,31.0,984.0,234.0,603.6,318.0,62.47,1.8981132075471698
11,19.0,0,34.0,206.4,111.0,229.7,118.0,156.7,81.0,11.8,10.0,3.0,6.0,3.0,42.0,460.0,604.0,592.8,310.0,61.66,1.912258064516129
11,141.0,0,0.0,138.2,94.0,176.4,84.0,182.9,110.0,11.1,6.0,3.0,5.0,1.0,30.0,714.0,567.0,497.5,288.0,46.709999999999994,1.7274305555555556
19,79.0,0,27.0,192.3,125.0,147.3,108.0,215.0,97.0,7.8,4.0,1.0,8.0,1.0,30.0,707.0,287.0,554.6,330.0,54.879999999999995,1.6806060606060607
30,171.0,0,0.0,262.1,78.0,171.6,113.0,208.7,100.0,5.3,3.0,0.0,0.0,2.0,66.0,583.0,272.0,642.4000000000001,291.0,68.54,2.207560137457045
1,51.0,0,0.0,41.2,106.0,210.6,82.0,220.1,115.0,12.4,3.0,0.0,0.0,2.0,34.0,351.0,587.0,471.9,303.0,34.8,1.5574257425742573
3,114.0,0,0.0,324.95,119.0,161.0,105.0,220.1,129.0,11.0,3.0,1.0,2.0,1.0,7.0,124.0,284.0,706.05,353.0,78.82000000000001,2.00014164305949
27,98.0,0,0.0,167.0,60.0,125.1,65.0,262.5,100.0,8.9,2.0,1.0,4.0,3.0,44.0,324.0,462.0,554.6,225.0,50.830000000000005,2.464888888888889
26,94.0,0,0.0,210.2,95.0,191.2,87.0,150.8,111.0,9.4,3.0,2.0,8.0,1.0,69.0,204.0,140.0,552.2,293.0,58.769999999999996,1.8846416382252562
33,100.0,0,39.0,204.9,74.0,210.2,80.0,168.8,89.0,11.2,4.0,2.0,4.0,1.0,4.0,446.0,641.0,583.9000000000001,243.0,60.300000000000004,2.4028806584362146
40,125.0,0,0.0,184.1,105.0,126.7,123.0,241.5,94.0,4.7,6.0,1.0,9.0,3.0,59.0,455.0,239.0,552.3,322.0,52.94,1.7152173913043476
45,81.0,0,0.0,263.8,84.0,162.8,107.0,149.7,94.0,8.7,6.0,2.0,9.0,2.0,14.0,443.0,225.0,576.3,285.0,65.42999999999999,2.0221052631578944
2,154.0,0,0.0,283.6,115.0,181.3,103.0,306.1,60.0,8.8,5.0,0.0,0.0,1.0,8.0,194.0,207.0,771.0,278.0,77.39,2.773381294964029
7,91.0,0,0.0,167.5,77.0,175.2,113.0,233.5,85.0,16.1,5.0,2.0,8.0,3.0,69.0,441.0,509.0,576.2,275.0,53.88,2.0952727272727274
39,94.0,0,0.0,142.3,50.0,231.5,142.0,205.6,79.0,5.5,3.0,1.0,5.0,1.0,20.0,264.0,507.0,579.4,271.0,53.120000000000005,2.138007380073801
49,57.0,0,0.0,167.1,103.0,188.4,112.0,111.4,74.0,9.1,2.0,1.0,6.0,2.0,4.0,350.0,167.0,466.9,289.0,49.43,1.6155709342560554
21,140.0,0,0.0,148.3,86.0,184.2,151.0,179.1,83.0,10.9,4.0,0.0,0.0,1.0,42.0,292.0,352.0,511.6,320.0,48.93000000000001,1.5987500000000001
1,64.0,0,0.0,297.8,88.0,196.0,89.0,213.7,107.0,12.0,2.0,1.0,2.0,1.0,5.0,319.0,254.0,707.5,284.0,76.91000000000001,2.4911971830985915
27,52.0,1,0.0,144.5,60.0,296.5,129.0,194.3,117.0,12.4,3.0,1.0,7.0,2.0,57.0,943.0,372.0,635.3,306.0,58.51,2.076143790849673
26,117.0,0,0.0,233.4,71.0,296.4,76.0,276.9,103.0,10.3,1.0,0.0,0.0,1.0,5.0,298.0,255.0,806.6999999999999,250.0,77.33000000000001,3.2268
42,119.0,0,0.0,130.5,98.0,249.5,91.0,219.9,117.0,12.7,1.0,3.0,7.0,2.0,4.0,348.0,120.0,599.9,306.0,53.300000000000004,1.9604575163398692
18,85.0,0,0.0,133.3,107.0,185.0,101.0,289.0,99.0,9.1,4.0,3.0,6.0,2.0,24.0,775.0,208.0,607.3,307.0,51.4,1.9781758957654723
40,92.0,0,0.0,183.7,103.0,270.6,97.0,132.9,104.0,11.2,2.0,0.0,0.0,3.0,33.0,410.0,327.0,587.2,304.0,60.21000000000001,1.9315789473684213
15,116.0,0,0.0,271.0,114.0,209.9,71.0,193.5,109.0,13.7,2.0,3.5,0.0,1.0,2.0,420.0,264.0,674.4,294.0,72.62,2.293877551020408
12,163.0,0,0.0,122.5,70.0,221.4,92.0,187.5,88.0,10.4,6.0,0.0,0.0,1.0,62.0,659.0,253.0,531.4,250.0,48.089999999999996,2.1256
31,88.0,0,0.0,143.3,97.0,170.7,81.0,195.3,89.0,11.4,5.0,2.0,7.0,2.0,44.0,194.0,268.0,509.3,267.0,47.66,1.90749063670412
0,83.0,0,0.0,182.5,85.0,181.5,114.0,199.1,110.0,14.7,6.0,1.0,8.0,1.0,56.0,225.0,187.0,563.1,309.0,55.42,1.8223300970873788
10,117.0,0,0.0,110.4,122.0,242.9,103.0,170.4,75.0,13.9,5.0,1.0,5.0,1.0,31.0,432.0,499.0,523.7,300.0,47.09,1.745666666666667
18,90.0,0,0.0,140.8,109.0,303.0,114.0,267.4,112.0,14.1,1.0,0.0,0.0,2.0,7.0,149.0,384.0,711.2,335.0,61.730000000000004,2.122985074626866
22,137.0,0,0.0,137.5,102.0,176.0,98.0,210.6,88.0,10.4,6.0,0.0,0.0,3.0,41.0,336.0,171.0,524.1,288.0,47.82000000000001,1.8197916666666667
9,112.0,0,0.0,115.9,81.0,199.7,100.0,249.3,111.0,10.0,4.0,1.0,7.0,3.0,18.0,401.0,199.0,564.9000000000001,292.0,47.89,1.9345890410958908
44,52.0,0,0.0,288.2,108.0,129.6,136.0,229.6,73.0,9.6,5.0,3.5,9.0,3.0,27.0,831.0,582.0,647.4,317.0,70.34,2.042271293375394
26,173.0,0,20.0,60.2,100.0,118.1,76.0,230.1,131.0,13.3,4.0,1.0,7.0,1.0,58.0,824.0,321.0,408.4,307.0,30.619999999999997,1.3302931596091205
37,3.0,0,0.0,125.5,100.0,266.2,78.0,270.4,119.0,5.9,6.0,3.0,0.0,1.0,7.0,474.0,152.0,662.0999999999999,297.0,56.14,2.229292929292929
1,120.0,0,27.0,179.6,142.0,262.8,103.0,239.9,81.0,11.1,2.0,1.0,9.0,1.0,28.0,950.0,134.0,682.3,326.0,63.67,2.0929447852760736
2,132.0,0,0.0,99.0,126.0,189.4,76.0,156.3,108.0,8.4,3.0,1.0,8.0,3.0,37.0,156.0,378.0,444.7,310.0,39.96,1.4345161290322581
20,101.0,0,0.0,155.4,71.0,84.0,122.0,229.1,97.0,5.8,1.0,1.0,5.0,3.0,14.0,468.0,522.0,468.5,290.0,43.870000000000005,1.6155172413793104
28,58.0,0,0.0,177.4,107.0,204.7,104.0,141.9,123.0,15.0,9.0,3.0,9.0,1.0,51.0,824.0,583.0,524.0,334.0,53.95,1.5688622754491017
30,74.0,0,0.0,233.6,72.0,168.0,103.0,276.3,71.0,6.3,2.0,2.0,9.0,3.0,52.0,763.0,254.0,677.9000000000001,246.0,66.42,2.7556910569105693
13,113.0,0,0.0,210.2,109.0,199.4,81.0,173.3,94.0,9.9,4.0,3.0,4.0,2.0,56.0,755.0,318.0,582.9000000000001,284.0,60.47999999999999,2.0524647887323946
25,132.0,0,0.0,126.8,83.0,243.2,97.0,223.4,106.0,7.1,5.0,3.0,9.0,2.0,63.0,411.0,497.0,593.4,286.0,52.28,2.074825174825175
16,24.0,0,41.0,187.1,80.0,286.1,77.0,188.0,107.0,10.4,2.0,1.0,8.0,3.0,26.0,148.0,230.0,661.2,264.0,64.59,2.504545454545455
6,127.0,0,0.0,155.8,91.0,103.7,85.0,117.2,125.0,8.6,3.0,2.0,8.0,1.0,28.0,891.0,266.0,376.7,301.0,40.56999999999999,1.2514950166112957
31,85.0,0,0.0,232.1,130.0,150.7,75.0,253.9,77.0,13.0,3.0,0.0,0.0,2.0,38.0,539.0,492.0,636.6999999999999,282.0,63.7,2.257801418439716
40,59.0,0,0.0,128.7,85.0,169.8,121.0,207.3,98.0,10.5,4.0,3.0,6.0,3.0,40.0,270.0,627.0,505.8,304.0,45.64,1.6638157894736842
30,15.0,1,0.0,224.3,85.0,166.3,79.0,187.0,117.0,11.7,3.0,1.0,4.0,2.0,68.0,625.0,598.0,577.6,281.0,60.68000000000001,2.0555160142348754
45,113.0,0,30.0,208.9,87.0,145.2,89.0,198.2,77.0,14.9,5.0,2.0,4.0,3.0,64.0,606.0,302.0,552.3,253.0,56.769999999999996,2.1830039525691696
5,43.0,0,0.0,184.8,114.0,130.6,131.0,175.0,69.0,8.0,9.0,0.0,0.0,1.0,34.0,944.0,623.0,490.4,314.0,50.400000000000006,1.5617834394904457
9,185.0,0,24.0,121.6,100.0,108.3,77.0,206.3,98.0,12.3,2.0,3.5,2.0,1.0,2.0,362.0,232.0,436.2,275.0,39.160000000000004,1.5861818181818181
3,127.0,0,0.0,145.0,106.0,230.3,99.0,164.9,103.0,12.7,3.0,1.0,9.0,3.0,12.0,413.0,524.0,540.2,308.0,51.65,1.753896103896104
37,69.0,0,0.0,243.3,101.0,109.2,99.0,176.9,138.0,9.3,3.0,0.0,0.0,3.0,66.0,846.0,240.0,529.4,338.0,58.6,1.5662721893491123
43,102.0,0,0.0,214.8,60.0,173.8,70.0,166.7,90.0,10.9,2.0,1.0,8.0,2.0,12.0,601.0,365.0,555.3,220.0,58.790000000000006,2.524090909090909
20,126.0,0,0.0,184.5,56.0,197.7,91.0,242.3,74.0,11.2,3.0,2.0,9.0,2.0,37.0,840.0,320.0,624.5,221.0,59.07,2.82579185520362
49,137.0,0,0.0,84.3,98.0,259.5,115.0,197.5,115.0,10.3,2.0,2.0,8.0,1.0,3.0,433.0,441.0,541.3,328.0,45.28,1.6503048780487803
10,80.0,0,0.0,142.9,70.0,221.6,83.0,121.4,111.0,15.2,4.0,1.0,4.0,1.0,7.0,851.0,389.0,485.9,264.0,48.589999999999996,1.8405303030303028
45,86.0,0,0.0,120.6,82.0,238.3,96.0,219.8,125.0,11.4,5.0,0.0,0.0,2.0,12.0,698.0,486.0,578.7,303.0,50.650000000000006,1.90990099009901
29,120.0,0,40.0,222.2,80.0,223.1,84.0,164.0,65.0,12.1,3.0,1.0,5.0,2.0,41.0,305.0,181.0,609.3,229.0,64.11,2.6606986899563316
43,85.0,0,21.0,219.3,132.0,218.2,105.0,267.6,95.0,15.7,2.0,2.0,6.0,1.0,55.0,779.0,433.0,705.1,332.0,67.87,2.1237951807228916
45,103.0,0,0.0,230.2,100.0,174.1,100.0,194.1,112.0,9.0,10.5,2.0,6.0,3.0,41.0,781.0,718.0,598.4,312.0,62.66000000000001,1.9179487179487178
7,53.0,0,22.0,76.1,115.0,171.2,119.0,246.3,126.0,6.0,2.0,0.0,0.0,3.0,34.0,780.0,316.0,493.6,360.0,38.57,1.3711111111111112
29,115.0,1,0.0,147.7,105.0,184.1,68.0,153.5,102.0,12.7,5.0,0.0,0.0,3.0,67.0,333.0,445.0,485.29999999999995,275.0,47.67,1.7647272727272725
25,116.0,1,0.0,139.4,102.0,261.8,97.0,167.4,101.0,10.5,4.0,1.0,8.0,1.0,33.0,452.0,713.0,568.6,300.0,53.480000000000004,1.8953333333333333
42,93.0,0,23.0,196.0,91.0,156.3,107.0,200.5,68.0,15.3,2.0,1.0,4.0,3.0,14.0,447.0,163.0,552.8,266.0,55.629999999999995,2.0781954887218044
13,106.0,0,0.0,160.8,73.0,170.4,112.0,249.2,131.0,7.2,3.0,1.0,4.0,3.0,60.0,246.0,480.0,580.4000000000001,316.0,53.03,1.836708860759494
16,92.0,0,0.0,324.95,73.0,127.8,100.0,209.9,98.0,9.3,10.0,1.0,0.0,1.0,5.0,286.0,377.0,662.65,271.0,75.54,2.44520295202952
32,110.0,0,0.0,198.2,92.0,147.1,97.0,199.6,76.0,16.5,4.0,3.5,6.0,3.0,37.0,206.0,612.0,544.9,265.0,55.17,2.0562264150943395
49,122.0,1,0.0,168.8,86.0,237.6,98.0,204.3,94.0,5.3,9.0,1.0,4.0,2.0,8.0,271.0,688.0,610.7,278.0,58.089999999999996,2.1967625899280576
1,82.0,0,0.0,273.8,99.0,123.8,110.0,147.7,61.0,6.9,4.0,2.0,7.0,1.0,69.0,802.0,669.0,545.3,270.0,63.71999999999999,2.0196296296296294
